text,name,ratings,no_of_ratings,discount_price,actual_price,category_source
TIMEX Analog Women's Watch (Dial Colored Strap) stores Amazon Fashion,TIMEX Analog Women's Watch (Dial Colored Strap),4.4,"3,984","₹2,149","₹3,695",Amazon Fashion.csv
ZAVERI PEARLS Ethnic Kundan & Pearls Multi Layers Bridal Necklace Set For Women-ZPFK8689 stores Amazon Fashion,ZAVERI PEARLS Ethnic Kundan & Pearls Multi Layers Bridal Necklace Set For Women-ZPFK8689,4.0,"1,443",₹348,"₹3,160",Amazon Fashion.csv
BATA womens Ortho Lds Slipper stores Amazon Fashion,BATA womens Ortho Lds Slipper,4.1,828,₹323,₹599,Amazon Fashion.csv
Kuber Industries Brocade Jewellery kit with 10 Pouch|Solid Print With Waterproof Outer Material|10 Pouches & Zipper Closur... stores Amazon Fashion,Kuber Industries Brocade Jewellery kit with 10 Pouch|Solid Print With Waterproof Outer Material|10 Pouches & Zipper Closur...,4.1,"1,981",₹417,₹499,Amazon Fashion.csv
Sonata Analog Multicolor Small Dial Men's Watch -NM7987SL01W / NL7987SL01W stores Amazon Fashion,Sonata Analog Multicolor Small Dial Men's Watch -NM7987SL01W / NL7987SL01W,3.9,"4,264",,₹550,Amazon Fashion.csv
Red Lemon Swisslook Polyester Bange Series 45L 15.6-inch Laptop Bags Backpack for Men and Women Waterproof USB Anti Theft ... stores Amazon Fashion,Red Lemon Swisslook Polyester Bange Series 45L 15.6-inch Laptop Bags Backpack for Men and Women Waterproof USB Anti Theft ...,4.3,"1,370",,"₹2,849",Amazon Fashion.csv
TCCO ENTERPRISE Natural Sneaker & Shoe Cleaner Wipes - 1 Packs of 80 - Portable Sneakers Cleaner Shoe Wipes Quickly Remove... stores Amazon Fashion,TCCO ENTERPRISE Natural Sneaker & Shoe Cleaner Wipes - 1 Packs of 80 - Portable Sneakers Cleaner Shoe Wipes Quickly Remove...,4.5,61,₹397,₹999,Amazon Fashion.csv
"PIDILITE Fevicryl Acrylic Colours Sunflower Kit (10 Colors x 15 ml) DIY Paint, Rich Pigment, Non-Craking Paint for Canvas,... stores Amazon Fashion","PIDILITE Fevicryl Acrylic Colours Sunflower Kit (10 Colors x 15 ml) DIY Paint, Rich Pigment, Non-Craking Paint for Canvas,...",4.4,"7,682",₹186,₹225,Amazon Fashion.csv
"LAKMÉ Absolute Shine Liquid Eye Liner Glossy Finish, Black, 4.5ml stores Amazon Fashion","LAKMÉ Absolute Shine Liquid Eye Liner Glossy Finish, Black, 4.5ml",4.2,"7,438",₹343,₹450,Amazon Fashion.csv
Extra Issue Pratiyogita Darpan Exam. Oriented Series - 4 General Studies Indian Polity & Governance stores Amazon Fashion,Extra Issue Pratiyogita Darpan Exam. Oriented Series - 4 General Studies Indian Polity & Governance,4.4,29,,₹205,Amazon Fashion.csv
Jewels Galaxy Jewellery For Women Stackable Rings Set stores Amazon Fashion,Jewels Galaxy Jewellery For Women Stackable Rings Set,3.8,22,₹261,"₹1,999",Amazon Fashion.csv
Fastrack Reflex Hello Smart Watch with BT Calling|Bright HD Display|AI Voice Assistant|50+ Sports Modes|100+ Watchfaces|BP... stores Amazon Fashion,Fastrack Reflex Hello Smart Watch with BT Calling|Bright HD Display|AI Voice Assistant|50+ Sports Modes|100+ Watchfaces|BP...,3.8,513,"₹3,995","₹5,995",Amazon Fashion.csv
"ESnipe Mart Worldwide Travel Adapter with Build in Charger Dual USB Ports with 125V 6A,250V Electrical Protected Plug (White) stores Amazon Fashion","ESnipe Mart Worldwide Travel Adapter with Build in Charger Dual USB Ports with 125V 6A,250V Electrical Protected Plug (White)",4.0,"2,699",₹425,₹999,Amazon Fashion.csv
"ZooY Smarty 2 in 1 Soap Dispenser for Dishwasher Liquid Holder , Liquid Dispenser Through Pump ( Multi-Color , 400 ML) wit... stores Amazon Fashion","ZooY Smarty 2 in 1 Soap Dispenser for Dishwasher Liquid Holder , Liquid Dispenser Through Pump ( Multi-Color , 400 ML) wit...",3.8,"16,768",,₹149,Amazon Fashion.csv
Red Tape Men's Walking Shoes stores Amazon Fashion,Red Tape Men's Walking Shoes,4.0,439,"₹1,699","₹6,799",Amazon Fashion.csv
Adidas Multicolour Cotton Ankle Length Socks for Men - Pack of 3 stores Amazon Fashion,Adidas Multicolour Cotton Ankle Length Socks for Men - Pack of 3,4.1,"2,406",₹299,₹479,Amazon Fashion.csv
Planet Superheroes Gaming Regular T-Shirt - Symbols in a Circle stores Amazon Fashion,Planet Superheroes Gaming Regular T-Shirt - Symbols in a Circle,,,,₹799,Amazon Fashion.csv
YouBella Jewellery Earrings Gold Plated Combo of 24 Stud Tops Earings for Girls and Women stores Amazon Fashion,YouBella Jewellery Earrings Gold Plated Combo of 24 Stud Tops Earings for Girls and Women,4.1,"1,702",₹247,₹999,Amazon Fashion.csv
"Garnier Men, Face Wash, Brightening & Anti-Pollution, TurboBright Double Action, 150 g stores Amazon Fashion","Garnier Men, Face Wash, Brightening & Anti-Pollution, TurboBright Double Action, 150 g",4.3,"33,864",₹259,₹325,Amazon Fashion.csv
TIMEX Analog Gold Dial Women's Watch-TW000Q810 stores Amazon Fashion,TIMEX Analog Gold Dial Women's Watch-TW000Q810,4.4,"1,259","₹2,249","₹4,395",Amazon Fashion.csv
"Safari Flash Casual Backpack, 26 ltr Water Resistant Travel Bags| Weight Polyester Bagpack for Men and Women, Spacious Sho... stores Amazon Fashion","Safari Flash Casual Backpack, 26 ltr Water Resistant Travel Bags| Weight Polyester Bagpack for Men and Women, Spacious Sho...",3.9,"2,414",₹799,"₹2,599",Amazon Fashion.csv
The Man Company Machismo Stronghold Hair Wax for Men| Stylish Matte Finish with Volume | Non Sticky - 100gm stores Amazon Fashion,The Man Company Machismo Stronghold Hair Wax for Men| Stylish Matte Finish with Volume | Non Sticky - 100gm,3.8,"2,037",₹265,₹349,Amazon Fashion.csv
Cherry Blossom Wax Polish Black 40 gm & Shoe Shiner Sponge Handy Shine Black stores Amazon Fashion,Cherry Blossom Wax Polish Black 40 gm & Shoe Shiner Sponge Handy Shine Black,,,₹148,₹160,Amazon Fashion.csv
Comprehension Skills: Short Passages for Close Reading: Grade 6 stores Amazon Fashion,Comprehension Skills: Short Passages for Close Reading: Grade 6,4.7,488,,₹777,Amazon Fashion.csv
"Pidilite WD-40, Multipurpose Car care Spray, 420ml Rust Remover, Lubricant, Stain Remover, Powerful Chimney Cleaner, Degre... stores Amazon Fashion","Pidilite WD-40, Multipurpose Car care Spray, 420ml Rust Remover, Lubricant, Stain Remover, Powerful Chimney Cleaner, Degre...",4.3,"34,750",₹290,₹418,Amazon Fashion.csv
ZAVERI PEARLS Pink & Green Beads Cluster Drops Kundan Choker Necklace Earring & Ring Set For Women-ZPFK13800 stores Amazon Fashion,ZAVERI PEARLS Pink & Green Beads Cluster Drops Kundan Choker Necklace Earring & Ring Set For Women-ZPFK13800,4.1,296,₹539,"₹2,995",Amazon Fashion.csv
Lionmati Watch for Boys and Girl Spider Men Kids Light Glowing Watch with Music Tune and Face Cover Multicolor Led Digital... stores Amazon Fashion,Lionmati Watch for Boys and Girl Spider Men Kids Light Glowing Watch with Music Tune and Face Cover Multicolor Led Digital...,3.8,351,₹399,₹999,Amazon Fashion.csv
Hush Puppies Men Aaron Derby Formal Shoes stores Amazon Fashion,Hush Puppies Men Aaron Derby Formal Shoes,3.9,"1,981","₹3,000","₹3,299",Amazon Fashion.csv
"Lakmã Eyeconic Insta Cool Kajal, Black, Cooling Kohl Liner With Cucumber, Twist Up Pencil - Waterproof, Smudge Proof & Lo... stores Amazon Fashion","Lakmã Eyeconic Insta Cool Kajal, Black, Cooling Kohl Liner With Cucumber, Twist Up Pencil - Waterproof, Smudge Proof & Lo...",4.3,"3,623",₹166,₹230,Amazon Fashion.csv
"TUORE AI Voice Input Mouse, RGB Backlit Inbuilt Mic Speaker Ergonomic Design Wired Mouse Widely Compatible for Office (Mut... stores Amazon Fashion","TUORE AI Voice Input Mouse, RGB Backlit Inbuilt Mic Speaker Ergonomic Design Wired Mouse Widely Compatible for Office (Mut...",,,"₹2,306","₹4,878",Amazon Fashion.csv
Yellow Chimes Leather Bracelet for Men Magnetic-Clasp Genuine Leather Braided Multi-Layer Wrap Black Bracelet For Men and ... stores Amazon Fashion,Yellow Chimes Leather Bracelet for Men Magnetic-Clasp Genuine Leather Braided Multi-Layer Wrap Black Bracelet For Men and ...,3.9,492,₹299,"₹1,299",Amazon Fashion.csv
"Urban Yog Acne Pimple Patch - Invisible Facial Stickers Cover With 100% Hydrocolloid, Pimple Patches For Face (72 Dots) - ... stores Amazon Fashion","Urban Yog Acne Pimple Patch - Invisible Facial Stickers Cover With 100% Hydrocolloid, Pimple Patches For Face (72 Dots) - ...",3.9,"7,569",₹299,₹349,Amazon Fashion.csv
"Beardo De-Tan Body Wash for Men, 200ml | Tan Removal| Caffeine Body Wash | With Coffee & Aloe Extracts | For Body & Face |... stores Amazon Fashion","Beardo De-Tan Body Wash for Men, 200ml | Tan Removal| Caffeine Body Wash | With Coffee & Aloe Extracts | For Body & Face |...",4.1,"1,583",₹198,₹250,Amazon Fashion.csv
Shocknshop Simple Sport Digital Men’s Military Watches Electronic LED Time Black Wrist Watch stores Amazon Fashion,Shocknshop Simple Sport Digital Men’s Military Watches Electronic LED Time Black Wrist Watch,3.9,132,₹449,"₹1,599",Amazon Fashion.csv
FLITE Men's Flip Flop stores Amazon Fashion,FLITE Men's Flip Flop,4.3,"21,085",₹295,₹349,Amazon Fashion.csv
Brinton Healthcare Uvdoux Face & Body Sunscreen Gel With Spf 50 Pa+++ In Matte Finish And Oil Free Formula| Water Resistan... stores Amazon Fashion,Brinton Healthcare Uvdoux Face & Body Sunscreen Gel With Spf 50 Pa+++ In Matte Finish And Oil Free Formula| Water Resistan...,4.4,"5,155",₹594,₹699,Amazon Fashion.csv
IndiWeaves� Girls Crepe Digital Printed Stylish Casual Skirts (Single) stores Amazon Fashion,IndiWeaves� Girls Crepe Digital Printed Stylish Casual Skirts (Single),,,₹275,₹329,Amazon Fashion.csv
Shining Diva Fashion Latest Choker Design Antique Kundan Traditional Necklace Jewellery Set for Women stores Amazon Fashion,Shining Diva Fashion Latest Choker Design Antique Kundan Traditional Necklace Jewellery Set for Women,3.9,"2,645",₹258,"₹1,999",Amazon Fashion.csv
Gopalvilla Women's Spandex & Nylon Waist Shapwear(SFH007_FIT to : 30 to 36) stores Amazon Fashion,Gopalvilla Women's Spandex & Nylon Waist Shapwear(SFH007_FIT to : 30 to 36),3.7,"5,658",₹259,₹799,Amazon Fashion.csv
"Storite 6 Slots RFID Blocking Metal Credit Card Holder Wallet for Men & Women(Shiny Black,9.5 x 6.5 x 1.3 cm) stores Amazon Fashion","Storite 6 Slots RFID Blocking Metal Credit Card Holder Wallet for Men & Women(Shiny Black,9.5 x 6.5 x 1.3 cm)",4.0,"8,361",₹379,"₹1,799",Amazon Fashion.csv
"Nivea Men Body Wash, Active Clean With Active Charcoal, Shower Gel For Body, Face & Hair, 250 ml stores Amazon Fashion","Nivea Men Body Wash, Active Clean With Active Charcoal, Shower Gel For Body, Face & Hair, 250 ml",4.2,"19,869",₹179,₹199,Amazon Fashion.csv
Sonata Analog White Dial Women's Watch NM8976YL02W / NL8976YL02W stores Amazon Fashion,Sonata Analog White Dial Women's Watch NM8976YL02W / NL8976YL02W,4.1,"5,070",,₹649,Amazon Fashion.csv
crocs Unisex-Adult Classic Slipper stores Amazon Fashion,crocs Unisex-Adult Classic Slipper,4.1,"5,007",₹897,"₹1,995",Amazon Fashion.csv
"Bombay Shaving Company Charcoal Face Wash, Fights Pollution and Acne, Oil Control For Men & Women - 100g stores Amazon Fashion","Bombay Shaving Company Charcoal Face Wash, Fights Pollution and Acne, Oil Control For Men & Women - 100g",4.0,"8,439",₹149,₹249,Amazon Fashion.csv
PS Fashionss Boys & Girls Regular Track Pants (PS0019) stores Amazon Fashion,PS Fashionss Boys & Girls Regular Track Pants (PS0019),,,₹499,₹999,Amazon Fashion.csv
Voylla Brass Silver Oxidised Mandala Design Lightly Embellished Drop Earrings for Women and Girls stores Amazon Fashion,Voylla Brass Silver Oxidised Mandala Design Lightly Embellished Drop Earrings for Women and Girls,4.3,394,₹171,₹499,Amazon Fashion.csv
Bigen Mens Beard Colour Natural Black B101 stores Amazon Fashion,Bigen Mens Beard Colour Natural Black B101,4.1,"11,040",₹405,₹450,Amazon Fashion.csv
M MEDLER Epoch Nylon 55 litres Waterproof Strolley Duffle Bag- 2 Wheels - Luggage Bag - (Navy Blue) stores Amazon Fashion,M MEDLER Epoch Nylon 55 litres Waterproof Strolley Duffle Bag- 2 Wheels - Luggage Bag - (Navy Blue),3.5,"23,748",₹569,"₹2,999",Amazon Fashion.csv
NIBOSI Women Watches Analog Rose Gold Square Dial Women's Watch for Girls&Miss&Ladies Diamond Studded with Stylish Watches... stores Amazon Fashion,NIBOSI Women Watches Analog Rose Gold Square Dial Women's Watch for Girls&Miss&Ladies Diamond Studded with Stylish Watches...,4.1,489,"₹1,999","₹3,000",Amazon Fashion.csv
ASIAN Eco-Friendly Jute Hand Bag-Reusable Tiffin Shopping Grocery Multipurpose Hand Bag with Zip & Handle for Men and Women stores Amazon Fashion,ASIAN Eco-Friendly Jute Hand Bag-Reusable Tiffin Shopping Grocery Multipurpose Hand Bag with Zip & Handle for Men and Women,4.1,256,₹165,₹499,Amazon Fashion.csv
Illustrated Astanga Hrdaya Text with English Translation and Appendices stores Amazon Fashion,Illustrated Astanga Hrdaya Text with English Translation and Appendices,4.6,30,₹568,₹675,Amazon Fashion.csv
Bangalore Refinery 24k (999.9) 10 gm Yellow Gold Bar stores Amazon Fashion,Bangalore Refinery 24k (999.9) 10 gm Yellow Gold Bar,4.6,"1,186","₹64,644","₹72,800",Amazon Fashion.csv
SAHITYA SAROWAR Bhartiya Evm Paschatya Kavyashastra stores Amazon Fashion,SAHITYA SAROWAR Bhartiya Evm Paschatya Kavyashastra,3.9,9,₹208,₹300,Amazon Fashion.csv
Vibez by Lifelong Ornate Smartwatch For Women with HD Display|Body Temprature |24x7 Heart Rate & SpO2 Tracking|8 Sports Mo... stores Amazon Fashion,Vibez by Lifelong Ornate Smartwatch For Women with HD Display|Body Temprature |24x7 Heart Rate & SpO2 Tracking|8 Sports Mo...,3.9,95,"₹2,499","₹11,999",Amazon Fashion.csv
"Lee Cooper Lightweight Cotton Face Mask for Outdoor Protection, Super Breathable & Resuable Cloth, 2 Count stores Amazon Fashion","Lee Cooper Lightweight Cotton Face Mask for Outdoor Protection, Super Breathable & Resuable Cloth, 2 Count",3.5,"3,427",₹169,₹399,Amazon Fashion.csv
Pears Soft & Fresh Bathing Bar with 98% Pure Glycerine & Mint Extracts - For Fresh Glow (125g x 4) stores Amazon Fashion,Pears Soft & Fresh Bathing Bar with 98% Pure Glycerine & Mint Extracts - For Fresh Glow (125g x 4),4.4,"24,747",,₹285,Amazon Fashion.csv
"FACES CANADA Magneteyes Eyeliner - Black, 3.5ml | Intense Matte Finish | Quick Drying | 24HR Long Lasting | Fine Tip For P... stores Amazon Fashion","FACES CANADA Magneteyes Eyeliner - Black, 3.5ml | Intense Matte Finish | Quick Drying | 24HR Long Lasting | Fine Tip For P...",4.1,"5,936",₹209,₹249,Amazon Fashion.csv
Nakabh Stainless Steel Rice Chain for Men and Boys stores Amazon Fashion,Nakabh Stainless Steel Rice Chain for Men and Boys,4.1,"3,505",₹229,"₹1,999",Amazon Fashion.csv
"Storite Canvas Sling Cross Body Travel Office Business Messenger One Side Shoulder Bag for Men & Women (Grey, 33cm x 6.5cm... stores Amazon Fashion","Storite Canvas Sling Cross Body Travel Office Business Messenger One Side Shoulder Bag for Men & Women (Grey, 33cm x 6.5cm...",4.0,"2,150",₹899,"₹3,999",Amazon Fashion.csv
"Minimalist Marula Oil 5% Face Moisturizer For Dry Skin With Hyaluronic Acid For Deep Nourishment & Hydration, For Men & Women stores Amazon Fashion","Minimalist Marula Oil 5% Face Moisturizer For Dry Skin With Hyaluronic Acid For Deep Nourishment & Hydration, For Men & Women",4.2,"1,212",₹284,₹299,Amazon Fashion.csv
Fastrack Analog Black Dial Unisex-Adult Watch-68012PP14 stores Amazon Fashion,Fastrack Analog Black Dial Unisex-Adult Watch-68012PP14,3.9,59,,₹950,Amazon Fashion.csv
Safari RAY Polycarbonate 53 cms Midnight Blue Hardsided Cabin Luggage (RAY534WMBL) stores Amazon Fashion,Safari RAY Polycarbonate 53 cms Midnight Blue Hardsided Cabin Luggage (RAY534WMBL),4.2,"3,762","₹2,099","₹5,999",Amazon Fashion.csv
"Noise ColorFit Ultra Buzz Bluetooth Calling Smart Watch with 1.75"" HD Display, 320x385 px Resolution, 100 Sports Modes, St... stores Amazon Fashion","Noise ColorFit Ultra Buzz Bluetooth Calling Smart Watch with 1.75"" HD Display, 320x385 px Resolution, 100 Sports Modes, St...",4.1,"9,314","₹1,999","₹5,999",Amazon Fashion.csv
PS Fashionss Track Pant for Boys (PS014BP010) stores Amazon Fashion,PS Fashionss Track Pant for Boys (PS014BP010),,,₹499,₹999,Amazon Fashion.csv
GIVA Pearl Earrings For Women stores Amazon Fashion,GIVA Pearl Earrings For Women,4.0,"2,549",₹569,"₹1,199",Amazon Fashion.csv
"Nivea Soft Light Moisturizer For Face, Hand & Body, Instant Hydration, Non-Greasy Cream With Vitamin E & Jojoba Oil, 300 Ml stores Amazon Fashion","Nivea Soft Light Moisturizer For Face, Hand & Body, Instant Hydration, Non-Greasy Cream With Vitamin E & Jojoba Oil, 300 Ml",4.4,"38,505",₹284,₹465,Amazon Fashion.csv
Bhautiki ka Satpath (Fritjof Capra The Tao of Physics): Adhunik Bhautiki aur Prachya Rahasyavad Ke Madhya Samantartao Ka A... stores Amazon Fashion,Bhautiki ka Satpath (Fritjof Capra The Tao of Physics): Adhunik Bhautiki aur Prachya Rahasyavad Ke Madhya Samantartao Ka A...,4.0,23,₹150,₹275,Amazon Fashion.csv
"Juteberry Jute/Juco Blue Tote Bags, Women Hand bag Eco Friendly, 100%Natural ,Spacious Bags, Beach Bags, Fashion & Shoppin... stores Amazon Fashion","Juteberry Jute/Juco Blue Tote Bags, Women Hand bag Eco Friendly, 100%Natural ,Spacious Bags, Beach Bags, Fashion & Shoppin...",3.8,166,₹369,"₹1,699",Amazon Fashion.csv
SF Venus Digital Grey Dial Men's Watch-NL7982PP04/NM7982PP04 stores Amazon Fashion,SF Venus Digital Grey Dial Men's Watch-NL7982PP04/NM7982PP04,4.1,"8,804",,₹499,Amazon Fashion.csv
Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartm... stores Amazon Fashion,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartm...,3.9,"2,328",₹849,"₹2,899",Amazon Fashion.csv
Vincent Chase Eyewear By Lenskart | Full Rim Wayfarer Branded Latest and Stylish Sunglasses | Polarized and 100% UV Protec... stores Amazon Fashion,Vincent Chase Eyewear By Lenskart | Full Rim Wayfarer Branded Latest and Stylish Sunglasses | Polarized and 100% UV Protec...,4.0,"1,479",₹749,"₹2,500",Amazon Fashion.csv
SHALIMAR Premium Oxo - Biodegradable Garbage Bags 19 X 21 Inches (Medium) 120 Bags (4 Rolls) Dustbin Bag/Trash Bag - Green... stores Amazon Fashion,SHALIMAR Premium Oxo - Biodegradable Garbage Bags 19 X 21 Inches (Medium) 120 Bags (4 Rolls) Dustbin Bag/Trash Bag - Green...,4.5,"8,504",₹331,₹344,Amazon Fashion.csv
Shining Diva Fashion Latest Crystal Pearl Silver Plated Earrings for Women stores Amazon Fashion,Shining Diva Fashion Latest Crystal Pearl Silver Plated Earrings for Women,3.9,"1,026",₹240,"₹1,499",Amazon Fashion.csv
Belladona Women's & Girls' Handbag (POH_7_Black) stores Amazon Fashion,Belladona Women's & Girls' Handbag (POH_7_Black),4.0,"1,140",₹389,₹999,Amazon Fashion.csv
Timex Analog Black Dial Men's Watch-TW000U934 stores Amazon Fashion,Timex Analog Black Dial Men's Watch-TW000U934,4.2,898,"₹1,299","₹3,495",Amazon Fashion.csv
"wipro Polycarbonate Emerald Rechargeable Emergency Light (Red, Pack of 1) stores Amazon Fashion","wipro Polycarbonate Emerald Rechargeable Emergency Light (Red, Pack of 1)",4.3,"9,743",₹651,"₹1,290",Amazon Fashion.csv
HSR Car Accessories in 10PCS/1Set Car Wiper Detergent Effervescent Tablets Washer Auto Windshield Cleaner Glass Wash Clean... stores Amazon Fashion,HSR Car Accessories in 10PCS/1Set Car Wiper Detergent Effervescent Tablets Washer Auto Windshield Cleaner Glass Wash Clean...,3.9,"10,404",₹170,₹499,Amazon Fashion.csv
"Swiss Beauty Premium Synthetic Bristle Professional Face and Eye Makeup Brushes Set with 6 makeup brushes | For Cream, Liq... stores Amazon Fashion","Swiss Beauty Premium Synthetic Bristle Professional Face and Eye Makeup Brushes Set with 6 makeup brushes | For Cream, Liq...",4.5,"3,029",₹604,"₹1,099",Amazon Fashion.csv
PS Fashionss Track Pant for Boys (PS014BP009) stores Amazon Fashion,PS Fashionss Track Pant for Boys (PS014BP009),,,₹499,₹999,Amazon Fashion.csv
Shining Diva Fashion Latest One Gram Gold Plated Set of 8 Traditional Bangles for Women and Girls stores Amazon Fashion,Shining Diva Fashion Latest One Gram Gold Plated Set of 8 Traditional Bangles for Women and Girls,4.0,"3,429",₹303,"₹1,499",Amazon Fashion.csv
Fruits - Thick Laminated Primary Chart stores Amazon Fashion,Fruits - Thick Laminated Primary Chart,4.3,135,,₹50,Amazon Fashion.csv
Beclina Handbag For Women And Girls | Ladies Purse Faux Leather Handbag | Woman Gifts | Wedding Gifts For Woman | Women 3 ... stores Amazon Fashion,Beclina Handbag For Women And Girls | Ladies Purse Faux Leather Handbag | Woman Gifts | Wedding Gifts For Woman | Women 3 ...,3.8,"2,918","₹1,149","₹2,999",Amazon Fashion.csv
MARVIK Silicone Band Strap Belt for Realme Smart Band RMA183 (Tracker Not Included) stores Amazon Fashion,MARVIK Silicone Band Strap Belt for Realme Smart Band RMA183 (Tracker Not Included),4.4,106,₹249,₹999,Amazon Fashion.csv
Cenwell Boy's and Girl's Cotton Cute Designer Reusable Washable Breathable Face Mask with Adjustable Earloops Without Valv... stores Amazon Fashion,Cenwell Boy's and Girl's Cotton Cute Designer Reusable Washable Breathable Face Mask with Adjustable Earloops Without Valv...,4.3,"3,025",₹296,₹999,Amazon Fashion.csv
